MLBAMID,PlayerId,Name,Team,Age,Season,TBF,K%
543294,12049,Kyle Hendricks,CHC,34,2024,567,0.15343915
667463,22051,John King,STL,29,2024,248,0.15322581
594835,15467,Marco Gonzales,PIT,32,2024,151,0.15231788
592836,11836,Taijuan Walker,PHI,31,2024,381,0.15223097
570632,11589,José Ureña,TEX,32,2024,463,0.1511879
680897,29833,Nick Nastrini,CHW,24,2024,174,0.14942529
682990,25977,Quinn Priester,- - -,23,2024,221,0.14932127
678368,23899,Valente Bellozo,MIA,24,2024,295,0.14915254
686826,27477,Bryce Jarvis,ARI,26,2024,258,0.14728682
676106,27470,Emerson Hancock,SEA,25,2024,266,0.14661654
605288,12718,Adrian Houser,NYM,31,2024,309,0.14563107
681190,24719,Randy Vásquez,SDP,25,2024,431,0.14385151
641835,15042,Tim Mayza,- - -,32,2024,195,0.14358974
670766,20038,Darren McCaughan,- - -,28,2024,195,0.14358974
606160,12760,Rafael Montero,HOU,33,2024,164,0.1402439
800049,31900,Adam Mazur,SDP,23,2024,158,0.13924051
687134,26419,Bradley Blalock,- - -,23,2024,147,0.13605442
593974,14295,Wandy Peralta,SDP,32,2024,162,0.13580247
687924,30031,Julian Aguiar,CIN,23,2024,140,0.13571429
689672,31967,Drew Thorpe,CHW,23,2024,190,0.13157895
548389,13273,Ross Stripling,OAK,34,2024,381,0.12860892
676596,20418,Josh Fleming,PIT,28,2024,138,0.12318841
641712,19206,Dakota Hudson,COL,29,2024,404,0.12128713
641703,16466,Brent Honeywell,- - -,29,2024,149,0.12080537
621389,14361,Ty Blach,COL,33,2024,330,0.10909091
657612,16814,Tim Hill,- - -,34,2024,291,0.10652921
664350,19680,Sixto Sánchez,MIA,25,2024,162,0.10493827
686799,27688,Jack Kochanowicz,LAA,23,2024,266,0.09398496
642585,20666,Félix Bautista,BAL,28,2023,237,0.46413502
547973,10233,Aroldis Chapman,- - -,35,2023,249,0.41365462
594798,10954,Jacob deGrom,TEX,35,2023,115,0.39130435
596112,13594,Robert Stephenson,- - -,30,2023,201,0.38308458
642207,15816,Devin Williams,MIL,28,2023,231,0.37662338
621237,17780,José Alvarado,PHI,28,2023,172,0.37209302
664126,17998,Pete Fairbanks,TBR,29,2023,184,0.36956522
675911,27498,Spencer Strider,ATL,24,2023,763,0.36828309
623352,14212,Josh Hader,SDP,29,2023,231,0.36796537
523260,9761,Joe Kelly,- - -,35,2023,168,0.35714286
664854,18138,Ryan Helsley,STL,28,2023,146,0.35616438
656730,17722,Trevor Megill,MIL,29,2023,148,0.35135135
518585,7048,Fernando Cruz,CIN,33,2023,279,0.35125448
650556,16609,Bryan Abreu,HOU,26,2023,287,0.34843206
666374,25756,Matt Brash,SEA,25,2023,308,0.3474026
656945,17586,Tanner Scott,MIA,28,2023,307,0.33876221
518886,6655,Craig Kimbrel,PHI,35,2023,278,0.3381295
607192,14374,Tyler Glasnow,TBR,29,2023,485,0.33402062
670950,19309,Trevor Richards,TOR,30,2023,315,0.33333333
656546,17432,Jeff Hoffman,PHI,30,2023,208,0.33173077
661395,21029,Jhoan Duran,MIN,25,2023,255,0.32941176
669373,22267,Tarik Skubal,DET,26,2023,310,0.32903226
572955,13435,Pierce Johnson,- - -,32,2023,277,0.32490975
657240,16703,Julian Merryweather,CHC,31,2023,303,0.32343234
640462,19343,A.J. Puk,MIA,28,2023,242,0.32231405
623149,13892,Paul Sewald,- - -,33,2023,249,0.32128514
664294,21101,Dauri Moreta,PIT,27,2023,239,0.31799163
662253,20373,Andrés Muñoz,SEA,24,2023,211,0.31753555
621345,18655,A.J. Minter,ATL,29,2023,260,0.31538462
605483,13543,Blake Snell,SDP,30,2023,742,0.31536388
489446,9073,Kirby Yates,ATL,36,2023,254,0.31496063
660271,19755,Shohei Ohtani,LAA,28,2023,531,0.31450094
601713,15454,Nick Pivetta,BOS,30,2023,587,0.31175468
592094,11861,Jason Adam,TBR,31,2023,222,0.31081081
592332,14107,Kevin Gausman,TOR,32,2023,763,0.31061599
666808,21992,Camilo Doval,SFG,25,2023,281,0.30960854
642547,18679,Freddy Peralta,MIL,27,2023,680,0.30882353
677053,25942,Andrew Nardi,MIA,24,2023,237,0.30801688
621381,13799,Matt Strahm,PHI,31,2023,351,0.30769231
682842,25327,Abner Uribe,MIL,23,2023,127,0.30708661
622250,18323,Josh Sborz,TEX,29,2023,215,0.30697674
641729,15761,Joe Jiménez,ATL,28,2023,238,0.30672269
668881,22182,Hunter Greene,CIN,23,2023,498,0.30522088
675916,20151,James Karinchak,CLE,27,2023,171,0.30409357
667755,22100,José Soriano,LAA,24,2023,185,0.3027027
641871,15264,Keynan Middleton,- - -,29,2023,212,0.30188679
592426,11752,Luke Jackson,SFG,31,2023,143,0.3006993
664747,21132,Alexis Díaz,CIN,26,2023,286,0.3006993
573204,10078,Caleb Thielbar,MIN,36,2023,120,0.3
625643,16400,Reynaldo López,- - -,29,2023,278,0.29856115
676254,20423,Ryan Walker,SFG,27,2023,263,0.29657795
573124,13449,Taylor Rogers,SFG,32,2023,216,0.2962963
642100,17170,Gabe Speier,SEA,28,2023,216,0.2962963
595345,13580,Steven Okert,MIA,31,2023,247,0.29554656
681911,25007,Alex Vesia,LAD,27,2023,217,0.29493088
650633,19853,Michael King,NYY,28,2023,431,0.29466357
628452,17130,Raisel Iglesias,ATL,33,2023,231,0.29437229
519242,10603,Chris Sale,BOS,34,2023,425,0.29411765
657746,21390,Joe Ryan,MIN,27,2023,672,0.29315476
605540,16162,Brandon Woodruff,MIL,30,2023,253,0.29249012
607481,16258,Aaron Bummer,CHW,29,2023,267,0.29213483
641154,17085,Pablo López,MIN,27,2023,801,0.29213483
605154,12777,John Brebbia,SFG,33,2023,161,0.29192547
673540,31838,Kodai Senga,NYM,30,2023,694,0.29106628
592454,11384,Tommy Kahnle,NYY,33,2023,165,0.29090909
605447,16122,Jordan Romano,TOR,30,2023,248,0.29032258
502085,8241,David Robertson,- - -,38,2023,269,0.28996283
670280,19569,David Bednar,PIT,28,2023,277,0.28880866
691587,27768,Eury Pérez,MIA,20,2023,374,0.28877005
641656,19261,Ian Hamilton,NYY,28,2023,239,0.28870293
666142,21846,Cole Ragans,- - -,25,2023,392,0.28826531
600917,14524,José Leclerc,TEX,29,2023,233,0.28755365
657024,16587,Erik Swanson,TOR,29,2023,262,0.28625954
643410,15551,Mark Leiter Jr.,CHC,32,2023,269,0.28624535
543518,12056,Scott McGough,ARI,33,2023,301,0.28571429
668941,19574,JoJo Romero,STL,26,2023,147,0.28571429
640451,15507,Hunter Harvey,WSN,28,2023,235,0.28510638
663855,19618,Jordan Hicks,- - -,26,2023,285,0.28421053
666157,26378,Nick Lodolo,CIN,25,2023,166,0.28313253
593576,11804,Héctor Neris,HOU,34,2023,273,0.28205128
623465,17734,Evan Phillips,LAD,28,2023,234,0.28205128
676684,19769,Will Vest,DET,28,2023,199,0.28140704
605177,12988,Andrew Chafin,- - -,33,2023,224,0.28125
666200,19959,Jesús Luzardo,MIA,25,2023,741,0.28070175
671737,22543,Taj Bradley,TBR,22,2023,460,0.28043478
669459,20515,Kyle Nelson,ARI,26,2023,239,0.28033473
453286,3137,Max Scherzer,- - -,38,2023,621,0.28019324
554340,12095,Yimi García,TOR,32,2023,282,0.28014184
608371,13470,Lucas Sims,CIN,29,2023,258,0.27906977
669796,22318,Jose E. Hernandez,PIT,25,2023,223,0.27802691
608032,14542,Carlos Estévez,LAA,30,2023,281,0.27758007
445276,3096,Kenley Jansen,BOS,35,2023,188,0.27659574
543056,13293,Danny Coulombe,BAL,33,2023,210,0.27619048
680704,20517,Nick Sandlin,CLE,26,2023,239,0.27615063
519151,7005,Ryan Pressly,HOU,34,2023,268,0.2761194
656464,19876,Kevin Ginkel,ARI,29,2023,254,0.27559055
519043,1890,Matt Moore,- - -,34,2023,218,0.27522936
656638,19883,Alex Lange,DET,27,2023,288,0.27430556
605242,13218,Michael Fulmer,CHC,30,2023,237,0.2742616
641329,19804,Bryan Baker,BAL,28,2023,186,0.27419355
695243,31757,Mason Miller,OAK,24,2023,139,0.27338129
628317,18498,Kenta Maeda,MIN,35,2023,428,0.27336449
676760,23488,Ron Marinaccio,NYY,27,2023,205,0.27317073
622491,15689,Luis Castillo,SEA,30,2023,802,0.27306733
656302,18525,Dylan Cease,CHW,27,2023,784,0.27295918
665795,21690,Edward Cabrera,MIA,25,2023,434,0.2718894
605280,13649,Clay Holmes,NYY,30,2023,262,0.27099237
668674,19360,Lucas Erceg,OAK,28,2023,251,0.27091633
445926,5448,Jesse Chavez,ATL,39,2023,144,0.27083333
543037,13125,Gerrit Cole,NYY,32,2023,821,0.27040195
664208,18064,Phil Maton,HOU,30,2023,274,0.27007299
554430,10310,Zack Wheeler,PHI,33,2023,787,0.26937738
657514,16835,Brennan Bernardino,BOS,31,2023,216,0.26851852
606303,14332,Joel Payamps,MIL,29,2023,287,0.26829268
686613,25880,Hunter Brown,HOU,24,2023,665,0.26766917
656876,25385,Drew Rasmussen,TBR,27,2023,177,0.26553672
606160,12760,Rafael Montero,HOU,32,2023,298,0.26510067
640470,17859,Adbert Alzolay,CHC,28,2023,253,0.26482213
621107,13774,Zach Eflin,TBR,29,2023,703,0.26458037
605130,14993,Scott Barlow,- - -,30,2023,299,0.26421405
518617,5003,Jake Diekman,- - -,36,2023,243,0.26337449
656257,16631,Jeff Brigham,NYM,31,2023,160,0.2625
542585,6399,José Cisnero,DET,34,2023,267,0.26217228
477132,2036,Clayton Kershaw,LAD,35,2023,523,0.26195029
596001,13619,Jakob Junis,SFG,30,2023,367,0.26158038
671096,29911,Andrew Abbott,CIN,24,2023,459,0.26143791
542888,12857,Shawn Armstrong,TBR,32,2023,207,0.26086957
663558,20422,Jovani Moran,MIN,26,2023,184,0.26086957
672282,27468,Reid Detmers,LAA,23,2023,644,0.26086957
621051,20353,Steven Wilson,SDP,28,2023,219,0.26027397
656849,20302,David Peterson,NYM,27,2023,492,0.2601626
668678,19291,Zac Gallen,ARI,27,2023,846,0.26004728
642397,19677,Gregory Soto,PHI,28,2023,250,0.26
676395,23363,Robert Garcia,- - -,27,2023,127,0.25984252
670167,20020,John Schreiber,BOS,29,2023,204,0.25980392
669022,22201,MacKenzie Gore,WSN,24,2023,582,0.25945017
656288,19867,Griffin Canning,LAA,27,2023,536,0.25932836
657571,19349,Caleb Ferguson,LAD,26,2023,270,0.25925926
518876,11156,Merrill Kelly,ARI,34,2023,722,0.25900277
607179,13190,Jordan Weems,WSN,30,2023,232,0.25862069
579328,20633,Yusei Kikuchi,TOR,32,2023,700,0.25857143
548384,10061,Brooks Raley,NYM,35,2023,236,0.25847458
686218,29839,Emmet Sheehan,LAD,23,2023,248,0.25806452
663556,21483,Shane McClanahan,TBR,26,2023,469,0.25799574
571946,10197,Shelby Miller,LAD,32,2023,163,0.25766871
606149,14986,Giovanny Gallegos,STL,31,2023,229,0.25764192
622772,15690,Jimmy Cordero,NYY,31,2023,132,0.25757576
670102,20548,Bowden Francis,TOR,27,2023,136,0.25735294
608331,13743,Max Fried,ATL,29,2023,311,0.25723473
608337,15474,Lucas Giolito,- - -,28,2023,794,0.25692695
593334,17149,Domingo Germán,NYY,30,2023,444,0.25675676
672578,22713,Carlos Hernández,KCR,26,2023,300,0.25666667
640455,15873,Sean Manaea,SFG,31,2023,499,0.25651303
676710,20531,Kutter Crawford,BOS,27,2023,527,0.25616698
450203,4676,Charlie Morton,ATL,39,2023,716,0.25558659
623433,18337,Nick Anderson,ATL,32,2023,141,0.25531915
669203,19361,Corbin Burnes,MIL,28,2023,784,0.25510204
663986,19932,Trevor Stephan,CLE,27,2023,294,0.25510204
605400,16149,Aaron Nola,PHI,30,2023,793,0.25472888
656605,17594,Mitch Keller,PIT,27,2023,825,0.25454545
594580,14874,Sam Moll,- - -,31,2023,268,0.25373134
681217,30074,Chase Silseth,LAA,23,2023,221,0.25339367
641927,21224,Bailey Ober,MIN,27,2023,577,0.25303293
623211,6107,Huascar Brazobán,MIA,33,2023,257,0.25291829
641482,17874,Nestor Cortes,NYY,28,2023,266,0.2518797
656529,18548,Sam Hentges,CLE,26,2023,223,0.25112108
686973,27691,Louie Varland,MIN,25,2023,283,0.25088339
668868,25918,Zack Thompson,STL,25,2023,287,0.25087108
669212,20203,Eli Morgan,CLE,27,2023,299,0.25083612
693433,30279,Bryan Woo,SEA,23,2023,371,0.25067385
680570,24492,Grayson Rodriguez,BAL,23,2023,515,0.25048544
680694,24586,Kyle Bradish,BAL,26,2023,671,0.25037258
543272,9111,Brad Hand,- - -,33,2023,236,0.25
641360,18519,Phil Bickford,- - -,27,2023,304,0.25
669330,20000,Tyler Wells,BAL,28,2023,470,0.24893617
686839,26024,Brendan White,DET,24,2023,177,0.24858757
679525,27451,Alec Marsh,KCR,25,2023,342,0.24853801
643377,20253,Griffin Jax,MIN,28,2023,274,0.24817518
621363,19403,Colin Poche,TBR,29,2023,246,0.24796748
664285,17295,Framber Valdez,HOU,29,2023,808,0.24752475
641835,15042,Tim Mayza,TOR,31,2023,215,0.24651163
622098,17755,Drew Smith,NYM,29,2023,244,0.24590164
657006,17312,Justin Steele,CHC,27,2023,716,0.24581006
572020,11828,James Paxton,BOS,34,2023,411,0.24574209
657097,19274,Jacob Webb,- - -,29,2023,232,0.24568966
506433,13074,Yu Darvish,SDP,36,2023,574,0.2456446
658648,18864,Pedro Avila,SDP,26,2023,220,0.24545455
669302,22250,Logan Gilbert,SEA,26,2023,770,0.24545455
656222,17192,Jalen Beeks,TBR,29,2023,192,0.24479167
664199,17611,Taylor Clarke,KCR,30,2023,266,0.2443609
681857,24968,Reese Olson,DET,23,2023,422,0.24407583
519293,8048,Will Smith,TEX,33,2023,226,0.24336283
621016,17701,Jose Cuas,- - -,29,2023,292,0.24315068
605397,12970,Joe Musgrove,SDP,30,2023,399,0.24310777
641302,17735,Tyler Alexander,DET,28,2023,181,0.24309392
606965,12763,Chris Devenski,- - -,32,2023,173,0.24277457
628711,14765,Julio Urías,LAD,26,2023,482,0.24273859
543243,12768,Sonny Gray,MIN,33,2023,754,0.24270557
650893,17490,Génesis Cabrera,- - -,26,2023,239,0.24267782
650911,20778,Cristopher Sánchez,PHI,26,2023,396,0.24242424
675627,23221,Michael Grove,LAD,26,2023,302,0.24172185
670059,22361,Colin Holderman,PIT,27,2023,240,0.24166667
642216,21238,Allan Winans,ATL,27,2023,141,0.24113475
676440,30134,Tanner Bibee,CLE,24,2023,585,0.24102564
571510,15440,Matthew Boyd,DET,32,2023,303,0.24092409
608717,13761,Chris Stratton,- - -,32,2023,338,0.23964497
592773,15947,Ryne Stanek,HOU,31,2023,213,0.23943662
664875,17639,Justin Lawrence,COL,28,2023,326,0.2392638
686752,26221,Ryan Pepiot,LAD,25,2023,159,0.23899371
669424,19541,Jimmy Lambert,CHW,28,2023,172,0.23837209
641941,14771,Emilio Pagán,MIN,32,2023,273,0.23809524
690986,27758,Kyle Harrison,SFG,21,2023,147,0.23809524
493603,1247,Adam Ottavino,NYM,37,2023,261,0.23754789
641627,15046,Trevor Gott,- - -,30,2023,261,0.23754789
676477,20191,Garrett Whitlock,BOS,27,2023,304,0.23684211
666129,21844,Braxton Garrett,MIA,25,2023,659,0.23672231
660853,18403,Enyel De Los Santos,CLE,27,2023,262,0.23664122
458681,2520,Lance Lynn,- - -,36,2023,808,0.23638614
663878,20160,Nate Pearson,TOR,26,2023,182,0.23626374
676272,27483,Bobby Miller,LAD,24,2023,505,0.23564356
622075,15068,Yency Almonte,LAD,29,2023,208,0.23557692
571760,15423,Andrew Heaney,TEX,32,2023,641,0.23556942
518489,5615,Ryan Brasier,- - -,35,2023,238,0.23529412
621244,14168,José Berríos,TOR,29,2023,782,0.23529412
668909,30122,Gavin Williams,CLE,23,2023,345,0.23478261
571948,13346,Hoby Milner,MIL,32,2023,252,0.23412698
608665,15514,Kendall Graveman,- - -,32,2023,282,0.23404255
571670,13394,Dylan Floro,- - -,32,2023,248,0.23387097
592741,10855,Chasen Shreve,- - -,32,2023,193,0.23316062
660261,31839,Shintaro Fujinami,- - -,29,2023,357,0.232493
607625,12447,Seth Lugo,SDP,33,2023,604,0.23178808
664299,17606,Cristian Javier,HOU,26,2023,687,0.23144105
642546,17464,Jonathan Hernández,TEX,26,2023,147,0.23129252
455119,11847,Chris Martin,BOS,37,2023,199,0.23115578
669684,26214,Chris Murphy,BOS,25,2023,212,0.23113208
543859,10315,Michael Tonkin,ATL,33,2023,325,0.23076923
661527,21045,Seth Martinez,HOU,28,2023,195,0.23076923
593958,13164,Eduardo Rodriguez,DET,30,2023,621,0.23027375
650644,19479,Aaron Civale,- - -,28,2023,504,0.23015873
669854,19407,Ronel Blanco,HOU,29,2023,226,0.2300885
607259,12730,Nick Martinez,SDP,32,2023,461,0.22993492
608678,13763,Dominic Leone,- - -,31,2023,235,0.22978723
666974,25911,Yennier Cano,BAL,29,2023,283,0.22968198
543135,9132,Nathan Eovaldi,TEX,33,2023,577,0.2287695
592826,11189,Vince Velasquez,PIT,31,2023,162,0.22839506
663947,26231,Tyler Holton,DET,27,2023,324,0.22839506
666619,21894,Gregory Santos,CHW,23,2023,289,0.2283737
657277,17995,Logan Webb,SFG,26,2023,850,0.22823529
666277,21863,George Soriano,MIA,24,2023,228,0.22807018
656427,17479,Jack Flaherty,- - -,27,2023,650,0.22769231
656061,17485,Albert Abreu,NYY,27,2023,268,0.22761194
621074,19454,Michael Rucker,CHC,29,2023,176,0.22727273
669923,25436,George Kirby,SEA,25,2023,757,0.22721268
657265,21367,Peter Strzelecki,- - -,28,2023,163,0.22699387
656629,17282,Michael Kopech,CHW,27,2023,591,0.22673435
571656,14814,Buck Farmer,CIN,32,2023,309,0.22653722
592767,11760,Drew Smyly,CHC,34,2023,626,0.22523962
605135,12304,Chris Bassitt,TOR,34,2023,826,0.2251816
593974,14295,Wandy Peralta,NYY,31,2023,227,0.2246696
608379,14078,Michael Wacha,SDP,31,2023,553,0.22423146
621112,14739,Paul Blackburn,OAK,29,2023,464,0.22413793
572403,13424,Drew VerHagen,STL,32,2023,268,0.2238806
612434,15684,Miguel Castro,ARI,28,2023,268,0.2238806
607074,16137,Carlos Rodón,NYY,30,2023,286,0.22377622
669387,27572,Carmen Mlodzinski,PIT,24,2023,152,0.22368421
657508,20206,Mike Baumann,BAL,27,2023,273,0.22344322
670174,22387,Josh Winckowski,BOS,25,2023,367,0.22343324
694297,27782,Brandon Pfaadt,ARI,24,2023,421,0.22327791
624647,16408,Victor González,LAD,27,2023,135,0.22222222
656578,21298,Andre Jackson,- - -,27,2023,257,0.22178988
671106,27589,Logan Allen,CLE,24,2023,537,0.22160149
682243,29837,Bryce Miller,SEA,24,2023,537,0.22160149
680735,24604,Austin Cox,KCR,26,2023,149,0.22147651
656412,19874,Alex Faedo,DET,27,2023,262,0.22137405
657053,16929,Touki Toussaint,- - -,27,2023,384,0.22135417
624133,17277,Ranger Suárez,PHI,27,2023,540,0.22037037
657140,19665,Kyle Wright,ATL,27,2023,155,0.21935484
676664,23429,JP Sears,OAK,27,2023,735,0.21904762
669713,27581,Hayden Wesneski,CHC,25,2023,379,0.21899736
640448,15009,Kyle Finnegan,WSN,31,2023,288,0.21875
623437,15145,Justin Topa,SEA,32,2023,279,0.21863799
676265,20277,Cory Abbott,WSN,27,2023,183,0.21857923
571927,13361,Steven Matz,STL,32,2023,449,0.21826281
674003,27597,Cody Bradford,TEX,25,2023,234,0.21794872
621366,16350,Ryan Borucki,PIT,29,2023,152,0.21710526
664139,17871,Ian Gibaut,CIN,29,2023,318,0.21698113
592351,14916,Jon Gray,TEX,31,2023,656,0.21646341
434378,8700,Justin Verlander,- - -,40,2023,669,0.21524664
657376,19899,Clarke Schmidt,NYY,27,2023,694,0.21469741
676680,23443,Tom Cosgrove,SDP,27,2023,205,0.21463415
622554,19249,Seranthony Domínguez,PHI,28,2023,224,0.21428571
665625,21652,Elvis Peguero,MIL,26,2023,252,0.21428571
665622,21649,Luis Medina,OAK,24,2023,495,0.21414141
656557,19879,Tanner Houck,BOS,27,2023,463,0.21382289
592791,11674,Jameson Taillon,CHC,31,2023,655,0.21374046
656756,16511,Jordan Montgomery,- - -,30,2023,777,0.21364221
665152,19350,Dean Kremer,BAL,27,2023,735,0.21360544
607067,12317,Colin Rea,MIL,32,2023,517,0.21276596
686753,26260,Drey Jameson,ARI,25,2023,174,0.21264368
608723,15047,Austin Voth,BAL,31,2023,160,0.2125
676130,23313,José Buttó,NYM,25,2023,179,0.2122905
661403,21032,Emmanuel Clase,CLE,25,2023,302,0.21192053
622065,18333,Alex Young,CIN,29,2023,236,0.21186441
543766,8110,Bryan Shaw,CHW,35,2023,190,0.21052632
665871,21741,Javier Assad,CHC,25,2023,449,0.20935412
628708,14416,Yunior Marte,PHI,28,2023,182,0.20879121
663423,17948,Trent Thornton,- - -,29,2023,125,0.208
656271,17968,Brock Burke,TEX,26,2023,250,0.208
668970,25427,Gavin Hollowell,COL,25,2023,154,0.20779221
600921,14681,Andrés Machado,WSN,30,2023,207,0.20772947
642048,17888,Tayler Saucedo,SEA,30,2023,207,0.20772947
573186,13431,Marcus Stroman,CHC,32,2023,575,0.20695652
686610,27681,Ken Waldichuk,OAK,25,2023,639,0.20657277
594902,14932,Ben Lively,CIN,31,2023,383,0.20626632
681806,24933,Andrew Wantz,LAA,27,2023,160,0.20625
680686,24580,Josiah Gray,WSN,25,2023,698,0.20487106
689225,26079,Beau Brieske,DET,25,2023,152,0.20394737
641778,19316,Eric Lauer,MIL,28,2023,211,0.20379147
621076,18331,James Kaprielian,OAK,29,2023,280,0.20357143
676775,23499,Keaton Winn,SFG,25,2023,172,0.20348837
674370,23150,Osvaldo Bido,PIT,27,2023,236,0.20338983
687330,25679,Kevin Kelly,TBR,25,2023,276,0.20289855
502171,6562,Alex Cobb,SFG,35,2023,646,0.20278638
453268,7115,Daniel Bard,COL,38,2023,232,0.20258621
608344,19244,Cole Irvin,BAL,29,2023,336,0.20238095
670912,22487,Johan Oviedo,PIT,25,2023,781,0.20230474
656234,21267,Jake Bird,COL,27,2023,381,0.20209974
608638,13767,JT Chargois,MIA,32,2023,174,0.20114943
669456,19427,Shane Bieber,CLE,28,2023,533,0.20075047
605182,12808,Mike Clevinger,CHW,32,2023,549,0.2003643
621383,16990,Tanner Banks,CHW,31,2023,255,0.2
647336,18383,Michael Soroka,ATL,25,2023,145,0.2
672851,22925,Joan Adon,WSN,24,2023,240,0.2
682227,25463,Brandon Williamson,CIN,25,2023,491,0.19959267
605288,12718,Adrian Houser,MIL,30,2023,481,0.1995842
671345,19531,Jason Foley,DET,27,2023,276,0.19927536
666214,19962,Joey Wentz,DET,25,2023,492,0.19918699
670990,19444,Yohan Ramírez,- - -,28,2023,176,0.19886364
681190,24719,Randy Vásquez,NYY,24,2023,166,0.19879518
670046,20009,Kenny Rosenberg,LAA,27,2023,146,0.19863014
472610,6984,Luis García,SDP,36,2023,267,0.19850187
645261,18684,Sandy Alcantara,MIA,27,2023,762,0.19816273
672582,22717,Angel Zerpa,KCR,23,2023,182,0.1978022
678394,23920,Brayan Bello,BOS,24,2023,668,0.19760479
663687,21520,Hogan Harris,OAK,26,2023,284,0.1971831
607755,19482,Andrew Vasquez,- - -,29,2023,219,0.19634703
663776,19447,Patrick Sandoval,LAA,26,2023,652,0.19631902
448179,4806,Rich Hill,- - -,43,2023,660,0.19545455
641793,15823,Zack Littell,- - -,27,2023,379,0.19525066
543507,6398,Trevor May,OAK,33,2023,205,0.19512195
661309,21023,Adrián Martínez,OAK,26,2023,241,0.19502075
656353,19871,Tucker Davidson,- - -,27,2023,236,0.19491525
571901,10343,Aaron Loup,LAA,35,2023,231,0.19480519
681982,20546,Grant Anderson,TEX,26,2023,154,0.19480519
502043,10123,Kyle Gibson,BAL,35,2023,807,0.19454771
669060,19990,Bryse Wilson,MIL,25,2023,314,0.19426752
643511,15541,Tyler Rogers,SFG,32,2023,309,0.19417476
641540,19409,Dane Dunning,TEX,28,2023,722,0.19390582
596133,16918,Luke Weaver,- - -,29,2023,563,0.19360568
666745,25386,Jhony Brito,NYY,25,2023,372,0.19354839
686747,25481,Joe La Sorsa,- - -,25,2023,145,0.19310345
641703,16466,Brent Honeywell,- - -,28,2023,234,0.19230769
663941,21584,Tristan Beck,SFG,27,2023,354,0.1920904
605200,13183,Zach Davies,ARI,30,2023,377,0.19098143
680739,24606,Josh Winder,MIN,26,2023,147,0.19047619
666201,26410,Alek Manoah,TOR,25,2023,415,0.19036145
701643,29946,Grant Hartwig,NYM,25,2023,158,0.18987342
663903,25377,Brady Singer,KCR,26,2023,702,0.18945869
622663,15890,Luis Severino,NYY,29,2023,417,0.18944844
663567,17969,Peter Lambert,COL,26,2023,375,0.18933333
542881,12880,Tyler Anderson,LAA,33,2023,629,0.18918919
663372,21446,Ryan Feltner,COL,26,2023,201,0.18905473
543101,13050,Anthony DeSclafani,SFG,33,2023,419,0.18854415
664062,19388,Tony Gonsolin,LAD,29,2023,435,0.18850575
614179,14552,José Ruiz,- - -,28,2023,207,0.1884058
608718,13942,Brent Suter,COL,33,2023,292,0.18835616
592836,11836,Taijuan Walker,PHI,30,2023,733,0.18826739
680723,24602,Drew Rom,STL,23,2023,170,0.18823529
500779,11423,Jose Quintana,NYM,34,2023,319,0.18808777
571882,13133,Derek Law,CIN,32,2023,240,0.1875
663658,21513,Thaddeus Ward,WSN,26,2023,160,0.1875
666818,21997,Luis Frías,ARI,25,2023,139,0.18705036
663623,21504,Jake Irvin,WSN,26,2023,530,0.18679245
660813,20367,Brusdar Graterol,LAD,24,2023,257,0.18677043
656731,21318,Tylor Megill,NYM,27,2023,567,0.18518519
685410,25777,Peyton Battenfield,CLE,25,2023,146,0.18493151
605347,14527,Jorge López,- - -,30,2023,266,0.18421053
548389,13273,Ross Stripling,SFG,33,2023,381,0.18372703
666168,21850,Mason Thompson,WSN,25,2023,240,0.18333333
672710,22810,Roansy Contreras,PIT,23,2023,302,0.18211921
669160,19716,Dustin May,LAD,25,2023,187,0.18181818
661440,20080,Mauricio Llovera,- - -,27,2023,160,0.18125
663362,25550,Matt Waldron,SDP,26,2023,173,0.17919075
456501,6893,Johnny Cueto,MIA,37,2023,218,0.17889908
681867,24975,Cooper Criswell,TBR,26,2023,151,0.17880795
573009,14857,Joe Mantiply,ARI,32,2023,157,0.17834395
672335,19614,Cionel Pérez,BAL,27,2023,247,0.17813765
663562,25862,Noah Davis,COL,26,2023,146,0.17808219
547179,14843,Michael Lorenzen,- - -,31,2023,624,0.17788462
668933,27552,Graham Ashcraft,CIN,25,2023,624,0.17788462
642232,16502,Ryan Yarbrough,- - -,31,2023,377,0.17771883
678606,24017,Jose A. Ferrer,WSN,23,2023,142,0.17605634
656232,19866,Brandon Bielak,HOU,27,2023,353,0.17563739
543521,7531,Collin McHugh,ATL,36,2023,268,0.17537313
693821,27779,Bryce Elder,ATL,24,2023,732,0.17486339
663773,26304,Bryan Hoeing,MIA,26,2023,304,0.17434211
641585,21212,J.P. France,HOU,28,2023,581,0.17383821
527054,6797,Julio Teheran,MIL,32,2023,288,0.17361111
657044,16647,Ryan Thompson,- - -,31,2023,121,0.17355372
663559,20070,Bailey Falter,- - -,26,2023,347,0.17291066
622072,13781,Alex Wood,SFG,32,2023,429,0.17249417
502624,6895,Chase Anderson,- - -,35,2023,372,0.17204301
642545,18356,Jaime Barria,LAA,26,2023,362,0.17127072
660761,19911,José Suarez,LAA,25,2023,165,0.16969697
547943,14444,Hyun Jin Ryu,TOR,36,2023,224,0.16964286
650960,17480,Daniel Duarte,CIN,26,2023,136,0.16911765
605218,13607,Carl Edwards Jr.,WSN,31,2023,142,0.16901408
592866,16977,Trevor Williams,WSN,31,2023,659,0.16843703
